Alter;Geschlecht;Einkommen;Internet_Affinit‰t;Dating_App;Partnersuche;Wohngegend
31;w;378823;11;yes;yes;Kleinstadt
30;w;406991;11;no;yes;Kleinstadt
30;w;391762;11;yes;yes;Kleinstadt
31;m;412836;11;no;yes;Kleinstadt
29;w;396674;11;no;yes;Kleinstadt
31;w;396156;11;yes;yes;Kleinstadt
31;w;396465;11;yes;yes;Kleinstadt
30;w;376793;11;yes;yes;Kleinstadt
30;w;401522;11;yes;yes;Kleinstadt
30;w;402568;11;yes;yes;Groﬂstadt
29;w;380380;11;yes;yes;Kleinstadt
31;m;395775;11;yes;yes;Land
30;w;380602;11;yes;no;Land
29;w;423868;11;no;yes;Kleinstadt
29;w;404779;11;yes;yes;Kleinstadt
29;m;378337;11;yes;yes;Kleinstadt
30;w;401128;11;yes;yes;Groﬂstadt
29;w;385015;11;yes;yes;Land
30;w;395925;11;no;yes;Vorstadt
28;w;410328;11;yes;yes;Kleinstadt
29;w;386934;11;yes;yes;Kleinstadt
31;m;392714;11;yes;yes;Kleinstadt
30;w;404593;11;yes;yes;Kleinstadt
30;w;386041;11;yes;yes;Land
31;w;406356;11;yes;yes;Kleinstadt
30;w;389087;11;yes;yes;Kleinstadt
30;w;415649;11;yes;yes;Kleinstadt
30;w;438107;11;yes;yes;Vorstadt
30;w;375996;11;yes;yes;Kleinstadt
30;w;408776;11;no;yes;Kleinstadt
29;w;407236;11;yes;yes;Vorstadt
31;w;380632;11;yes;no;Land
31;w;406285;11;yes;yes;Vorstadt
28;w;378906;11;yes;yes;Kleinstadt
31;w;383751;11;yes;yes;Kleinstadt
29;w;427362;11;no;yes;Kleinstadt
31;w;392812;11;no;yes;Kleinstadt
30;w;387782;11;yes;yes;Dorf
33;w;355115;11;yes;yes;Kleinstadt
28;m;391570;11;no;yes;Kleinstadt
29;w;424353;11;yes;yes;Land
31;w;408726;11;yes;yes;Kleinstadt
29;w;374629;11;yes;yes;Land
30;w;366001;11;yes;yes;Groﬂstadt
30;w;435145;11;yes;yes;Vorstadt
30;w;375928;11;yes;no;Kleinstadt
30;w;378632;11;yes;yes;Kleinstadt
31;w;429032;11;yes;yes;Kleinstadt
29;w;365506;11;yes;yes;Kleinstadt
29;w;381341;11;yes;yes;Kleinstadt
29;w;380537;11;yes;yes;Dorf
31;w;416085;11;yes;no;Kleinstadt
30;w;409658;11;yes;yes;Kleinstadt
30;w;386364;11;yes;yes;Kleinstadt
30;w;431087;11;yes;yes;Land
30;w;446497;11;yes;yes;Kleinstadt
29;w;457376;11;yes;yes;Land
30;w;406125;11;yes;yes;Kleinstadt
31;w;393675;11;yes;yes;Kleinstadt
29;w;389124;11;yes;yes;Groﬂstadt
29;w;404966;11;yes;yes;Kleinstadt
29;w;373677;11;yes;yes;Kleinstadt
30;w;369111;11;yes;yes;Kleinstadt
31;w;385052;11;yes;yes;Vorstadt
30;w;426969;11;yes;yes;Kleinstadt
30;w;423412;11;yes;no;Kleinstadt
31;w;402235;11;yes;yes;Kleinstadt
30;w;419979;11;yes;yes;Vorstadt
30;w;415251;11;yes;yes;Kleinstadt
32;w;383651;11;yes;yes;Kleinstadt
31;w;369755;11;yes;yes;Land
31;w;389712;11;yes;yes;Kleinstadt
30;w;417228;11;yes;no;Groﬂstadt
29;m;399573;11;yes;yes;Kleinstadt
30;w;430495;11;yes;no;Kleinstadt
29;w;388611;11;yes;no;Kleinstadt
30;w;429846;11;yes;yes;Kleinstadt
30;w;431761;11;yes;yes;Kleinstadt
30;w;393736;11;yes;yes;Kleinstadt
29;w;375244;11;yes;yes;Kleinstadt
30;w;431808;11;yes;yes;Kleinstadt
29;w;386341;11;yes;yes;Land
30;m;414196;11;yes;yes;Kleinstadt
29;w;373435;11;yes;yes;Kleinstadt
31;w;424577;11;yes;yes;Kleinstadt
31;w;375726;11;yes;yes;Kleinstadt
31;w;460254;11;yes;yes;Kleinstadt
31;w;400856;11;yes;yes;Dorf
29;w;413623;11;yes;yes;Kleinstadt
29;w;388625;11;yes;yes;Kleinstadt
30;w;392945;11;yes;yes;Kleinstadt
30;w;387218;11;yes;yes;Kleinstadt
28;w;416020;11;yes;yes;Kleinstadt
30;w;410163;11;yes;yes;Kleinstadt
32;w;395284;11;yes;yes;Land
30;w;389835;11;yes;yes;Kleinstadt
30;w;391551;11;yes;yes;Kleinstadt
30;w;387725;11;yes;yes;Kleinstadt
31;w;400857;11;yes;yes;Kleinstadt
32;w;404194;11;yes;yes;Vorstadt
29;m;389617;11;yes;yes;Kleinstadt
30;w;377592;11;yes;yes;Kleinstadt
31;w;416672;11;yes;yes;Kleinstadt
32;w;370517;11;yes;yes;Kleinstadt
31;m;391923;11;yes;yes;Groﬂstadt
30;w;375684;11;yes;yes;Vorstadt
31;w;389478;11;yes;yes;Kleinstadt
31;w;394811;11;yes;yes;Vorstadt
30;w;411469;11;no;yes;Kleinstadt
30;w;424968;11;no;yes;Land
29;w;385698;11;yes;yes;Kleinstadt
31;w;421528;11;no;yes;Kleinstadt
30;w;383697;11;no;yes;Kleinstadt
29;m;401795;11;yes;yes;Kleinstadt
28;m;403473;11;yes;no;Kleinstadt
31;w;360064;11;yes;yes;Vorstadt
29;w;416719;11;no;yes;Kleinstadt
29;w;422006;11;yes;yes;Kleinstadt
30;w;398630;11;yes;yes;Kleinstadt
30;w;422509;11;yes;yes;Kleinstadt
31;w;386555;11;yes;yes;Kleinstadt
29;w;408220;11;yes;yes;Kleinstadt
29;w;373499;11;yes;yes;Kleinstadt
30;w;430388;11;no;yes;Kleinstadt
30;m;428639;11;yes;yes;Groﬂstadt
32;w;401287;11;yes;yes;Kleinstadt
31;w;448047;11;yes;yes;Kleinstadt
29;w;415248;11;yes;yes;Kleinstadt
29;w;389727;11;yes;no;Kleinstadt
28;w;404399;11;yes;yes;Kleinstadt
32;w;393991;11;yes;yes;Kleinstadt
30;w;435089;11;yes;yes;Kleinstadt
30;w;404194;11;yes;yes;Kleinstadt
29;w;396436;11;yes;yes;Kleinstadt
32;w;407583;11;yes;yes;Land
29;w;368469;11;yes;yes;Kleinstadt
30;w;403260;11;yes;yes;Kleinstadt
30;w;366169;11;yes;no;Kleinstadt
29;w;423917;11;yes;yes;Kleinstadt
32;w;406367;11;yes;yes;Land
29;w;399932;11;yes;yes;Kleinstadt
29;w;381891;11;yes;yes;Kleinstadt
30;m;419599;11;no;yes;Vorstadt
31;w;388631;11;yes;yes;Land
31;w;414603;11;yes;yes;Land
29;m;405316;11;yes;yes;Kleinstadt
31;w;394713;11;yes;no;Kleinstadt
28;w;378430;11;yes;yes;Kleinstadt
31;w;382670;11;yes;yes;Vorstadt
30;w;392327;11;yes;yes;Land
30;m;418377;11;yes;no;Groﬂstadt
29;w;404165;11;yes;yes;Kleinstadt
31;w;431637;11;yes;yes;Kleinstadt
32;w;380354;11;yes;yes;Kleinstadt
32;w;424598;11;no;yes;Kleinstadt
31;w;348750;11;yes;yes;Kleinstadt
35;m;22638;11;yes;no;Groﬂstadt
34;m;14049;11;no;no;Groﬂstadt
37;m;27798;11;yes;no;Land
34;m;22480;11;yes;no;Land
36;m;26021;11;yes;no;Groﬂstadt
36;m;25857;11;yes;no;Groﬂstadt
36;m;31019;11;yes;no;Groﬂstadt
34;m;26450;11;no;no;Groﬂstadt
34;m;32425;11;yes;no;Groﬂstadt
36;m;23104;11;yes;yes;Kleinstadt
35;m;20849;11;yes;no;Groﬂstadt
33;w;39930;11;yes;yes;Kleinstadt
35;m;8839;11;yes;no;Groﬂstadt
36;m;16163;11;no;no;Groﬂstadt
34;m;40484;11;yes;no;Land
34;m;31446;11;yes;no;Land
35;w;40851;11;yes;no;Groﬂstadt
37;m;25355;11;yes;no;Groﬂstadt
35;m;21522;11;no;yes;Land
34;m;6513;11;yes;no;Groﬂstadt
36;w;25635;11;yes;no;Groﬂstadt
36;m;45904;11;yes;no;Land
36;m;10911;11;yes;no;Groﬂstadt
34;m;27761;11;yes;no;Groﬂstadt
37;w;36205;11;yes;no;Groﬂstadt
37;m;19950;11;yes;no;Groﬂstadt
36;m;13547;11;yes;no;Dorf
37;m;26010;11;yes;no;Vorstadt
33;m;33981;11;yes;no;Groﬂstadt
36;w;17161;11;yes;no;Groﬂstadt
37;m;4402;11;yes;no;Land
36;m;40747;11;yes;no;Groﬂstadt
36;m;21664;11;yes;no;Groﬂstadt
35;w;23051;11;yes;no;Groﬂstadt
34;m;21766;11;yes;no;Dorf
34;w;20030;11;yes;no;Groﬂstadt
36;m;19895;11;yes;no;Kleinstadt
36;m;14611;11;yes;no;Groﬂstadt
34;m;28203;11;yes;no;Vorstadt
34;m;54461;11;yes;no;Groﬂstadt
35;m;22420;11;yes;no;Groﬂstadt
34;m;25939;11;yes;no;Groﬂstadt
34;m;23044;11;no;no;Groﬂstadt
33;m;39322;11;yes;no;Groﬂstadt
36;m;34180;11;yes;yes;Land
33;m;28872;11;yes;no;Groﬂstadt
36;w;27355;11;yes;no;Land
34;m;21848;11;yes;no;Land
35;w;28915;11;yes;no;Groﬂstadt
35;m;29425;11;yes;no;Groﬂstadt
36;m;24894;11;yes;no;Groﬂstadt
36;m;6718;11;yes;no;Vorstadt
35;m;26201;11;yes;no;Groﬂstadt
34;m;32245;11;no;no;Groﬂstadt
35;m;21264;11;yes;no;Kleinstadt
35;m;24208;11;yes;no;Groﬂstadt
34;m;42360;11;yes;yes;Groﬂstadt
37;w;21432;11;yes;yes;Groﬂstadt
36;m;33167;11;no;no;Groﬂstadt
35;m;34692;11;yes;no;Groﬂstadt
35;m;18611;11;yes;no;Groﬂstadt
35;m;5445;11;yes;no;Groﬂstadt
35;m;37615;11;yes;no;Groﬂstadt
35;m;19345;11;yes;no;Groﬂstadt
35;m;28971;11;yes;no;Kleinstadt
35;m;31827;11;yes;no;Groﬂstadt
35;m;44327;11;yes;no;Groﬂstadt
37;w;19791;11;yes;no;Groﬂstadt
35;m;14526;11;yes;no;Groﬂstadt
34;m;44545;11;yes;no;Groﬂstadt
36;m;25772;11;no;no;Groﬂstadt
35;m;24404;11;yes;no;Groﬂstadt
36;m;13488;11;yes;no;Groﬂstadt
34;m;38161;11;yes;no;Groﬂstadt
37;m;20112;11;yes;no;Kleinstadt
32;m;21482;11;yes;no;Groﬂstadt
36;m;28209;11;yes;no;Kleinstadt
36;m;15615;11;yes;no;Vorstadt
36;m;22457;11;yes;no;Groﬂstadt
35;m;33311;11;yes;no;Groﬂstadt
37;m;29856;11;yes;no;Groﬂstadt
34;m;16222;11;yes;no;Groﬂstadt
34;m;25183;11;yes;no;Groﬂstadt
35;m;2274;11;yes;no;Kleinstadt
36;m;23864;11;no;no;Groﬂstadt
35;m;37781;11;yes;no;Groﬂstadt
36;m;30189;11;yes;no;Land
36;m;18427;11;yes;no;Groﬂstadt
36;m;38612;11;yes;no;Vorstadt
34;m;8223;11;yes;no;Groﬂstadt
33;m;17710;11;yes;no;Groﬂstadt
35;m;2069;11;yes;no;Groﬂstadt
34;m;21147;11;yes;no;Groﬂstadt
36;m;12104;11;yes;no;Groﬂstadt
37;m;25257;11;yes;no;Groﬂstadt
36;m;18425;11;yes;no;Groﬂstadt
35;m;40159;11;yes;no;Dorf
35;m;28441;11;yes;yes;Groﬂstadt
35;m;13960;11;yes;no;Groﬂstadt
35;m;19872;11;yes;no;Groﬂstadt
35;m;35306;11;yes;no;Groﬂstadt
35;m;11732;11;yes;no;Groﬂstadt
35;m;14453;11;yes;no;Groﬂstadt
35;m;11375;11;no;no;Groﬂstadt
34;m;30421;11;yes;no;Groﬂstadt
36;m;17137;11;yes;no;Groﬂstadt
35;w;25548;11;yes;no;Land
36;m;42596;11;yes;no;Groﬂstadt
35;m;14980;11;yes;no;Groﬂstadt
36;m;18257;11;yes;no;Groﬂstadt
34;m;27227;11;yes;no;Groﬂstadt
36;m;25669;11;yes;yes;Groﬂstadt
37;m;34956;11;yes;no;Groﬂstadt
35;m;27386;11;yes;no;Groﬂstadt
35;m;11057;11;no;no;Groﬂstadt
34;m;33541;11;yes;no;Groﬂstadt
36;m;22343;11;yes;no;Kleinstadt
34;m;29075;11;yes;no;Groﬂstadt
35;w;37081;11;yes;no;Kleinstadt
34;w;16870;11;yes;no;Kleinstadt
36;m;16047;11;yes;no;Land
36;m;32405;11;yes;yes;Groﬂstadt
35;m;37295;11;yes;no;Groﬂstadt
34;m;35597;11;yes;no;Dorf
34;m;21054;11;yes;no;Groﬂstadt
36;m;25674;11;yes;no;Groﬂstadt
35;m;25540;11;yes;no;Groﬂstadt
35;m;27206;11;yes;no;Land
37;m;39129;11;yes;no;Kleinstadt
36;m;40411;11;yes;no;Groﬂstadt
36;m;29472;11;yes;no;Groﬂstadt
34;m;19424;11;yes;no;Groﬂstadt
37;m;39013;11;yes;no;Groﬂstadt
36;m;34176;11;yes;no;Groﬂstadt
35;m;7957;11;yes;yes;Vorstadt
36;m;41934;11;yes;no;Groﬂstadt
35;m;8935;11;yes;no;Groﬂstadt
33;m;31881;11;yes;no;Groﬂstadt
35;m;19797;11;yes;no;Groﬂstadt
35;m;14388;11;yes;yes;Land
36;m;38058;11;yes;no;Groﬂstadt
35;w;23219;11;yes;no;Land
36;w;12169;11;yes;no;Groﬂstadt
34;w;42459;11;yes;yes;Groﬂstadt
35;m;25336;11;yes;no;Groﬂstadt
37;m;31059;11;yes;no;Groﬂstadt
35;m;36332;11;yes;no;Groﬂstadt
35;m;23360;11;yes;no;Groﬂstadt
35;m;13535;11;no;no;Groﬂstadt
35;m;27500;11;yes;no;Groﬂstadt
35;m;4200;11;yes;no;Groﬂstadt
34;m;30330;11;yes;no;Groﬂstadt
36;m;18232;11;yes;no;Land
37;m;16756;11;yes;no;Groﬂstadt
36;m;6760;11;yes;yes;Vorstadt
37;m;19927;11;yes;no;Land
35;w;31633;11;yes;no;Groﬂstadt
35;m;33040;11;yes;no;Groﬂstadt
35;m;28255;11;yes;no;Groﬂstadt
36;m;37136;11;yes;no;Groﬂstadt
34;w;20863;11;yes;no;Groﬂstadt
36;m;37433;11;yes;no;Kleinstadt
35;w;27106;11;yes;no;Kleinstadt
34;m;19621;11;yes;no;Groﬂstadt
34;m;19635;11;yes;no;Groﬂstadt
35;w;31918;11;yes;no;Groﬂstadt
35;m;19085;11;yes;no;Groﬂstadt
34;m;33850;11;yes;no;Groﬂstadt
35;m;23041;11;yes;no;Groﬂstadt
36;m;27758;11;yes;no;Groﬂstadt
35;m;23535;11;yes;yes;Groﬂstadt
34;m;24983;11;yes;no;Groﬂstadt
35;m;21404;11;yes;no;Groﬂstadt
35;m;7721;11;yes;no;Land
36;m;16468;11;yes;no;Land
33;m;34908;11;yes;no;Groﬂstadt
36;m;43539;11;no;no;Groﬂstadt
33;m;14079;11;yes;no;Groﬂstadt
35;m;13741;11;yes;no;Groﬂstadt
35;m;42502;11;no;no;Vorstadt
33;w;22963;11;yes;no;Groﬂstadt
34;m;16181;11;yes;no;Land
36;m;22156;11;yes;no;Kleinstadt
36;m;12866;11;yes;yes;Groﬂstadt
33;m;30145;11;yes;no;Kleinstadt
35;m;8734;11;yes;no;Groﬂstadt
33;w;29077;11;yes;no;Groﬂstadt
34;m;39550;11;yes;no;Groﬂstadt
36;m;15239;11;no;no;Groﬂstadt
35;m;42738;11;yes;no;Groﬂstadt
35;m;24243;11;yes;no;Groﬂstadt
36;m;31506;11;yes;no;Groﬂstadt
35;m;48056;11;yes;no;Groﬂstadt
35;w;24024;11;yes;no;Groﬂstadt
33;m;27721;11;yes;yes;Groﬂstadt
35;m;24831;11;yes;no;Vorstadt
34;m;25849;11;yes;yes;Groﬂstadt
35;m;27382;11;yes;yes;Groﬂstadt
35;m;29155;11;yes;no;Groﬂstadt
35;m;30371;11;no;no;Groﬂstadt
34;m;33890;11;yes;no;Vorstadt
36;w;19478;11;yes;no;Groﬂstadt
36;m;23179;11;yes;no;Kleinstadt
36;m;26603;11;yes;no;Groﬂstadt
35;m;40327;11;yes;no;Groﬂstadt
36;m;12432;11;yes;no;Groﬂstadt
34;w;22269;11;yes;yes;Land
34;m;32714;11;yes;no;Groﬂstadt
34;m;21325;11;yes;no;Groﬂstadt
35;m;28613;11;yes;yes;Groﬂstadt
34;m;23823;11;yes;no;Groﬂstadt
35;m;13811;11;yes;no;Groﬂstadt
36;m;4401;11;no;no;Groﬂstadt
36;m;25151;11;yes;no;Groﬂstadt
34;m;21699;11;yes;no;Kleinstadt
34;m;31985;11;yes;no;Vorstadt
33;m;11660;11;yes;no;Groﬂstadt
34;m;23467;11;yes;no;Groﬂstadt
35;m;35365;11;yes;no;Vorstadt
35;m;20225;11;yes;no;Groﬂstadt
36;m;29332;11;yes;no;Groﬂstadt
35;m;52148;11;yes;no;Groﬂstadt
35;w;29044;11;yes;no;Vorstadt
35;m;13320;11;yes;no;Land
35;m;1856;11;no;no;Groﬂstadt
37;m;36611;11;yes;no;Groﬂstadt
33;m;38634;11;no;no;Groﬂstadt
36;m;38894;11;yes;no;Groﬂstadt
35;m;31969;11;yes;no;Land
34;m;21936;11;yes;yes;Land
36;m;37997;11;yes;no;Groﬂstadt
36;m;13;11;yes;no;Groﬂstadt
34;m;20674;11;yes;no;Groﬂstadt
34;m;23952;11;no;no;Groﬂstadt
36;m;35106;11;yes;no;Groﬂstadt
36;m;36675;11;yes;no;Groﬂstadt
36;m;11088;11;yes;no;Land
33;m;18167;11;yes;no;Groﬂstadt
34;m;19773;11;yes;no;Vorstadt
35;m;19503;11;yes;no;Groﬂstadt
34;m;24109;11;no;no;Groﬂstadt
34;m;16992;11;yes;no;Groﬂstadt
35;m;13750;11;yes;yes;Groﬂstadt
34;m;29340;11;yes;no;Groﬂstadt
34;m;34055;11;yes;no;Groﬂstadt
34;m;8692;11;yes;no;Groﬂstadt
36;m;11501;11;yes;no;Groﬂstadt
36;m;24364;11;yes;no;Groﬂstadt
34;m;32780;11;yes;no;Kleinstadt
36;m;22455;11;no;yes;Groﬂstadt
64;m;764959;0;yes;yes;Dorf
63;w;741076;0;no;yes;Dorf
64;w;731978;0;yes;yes;Vorstadt
66;w;728542;1;yes;yes;Dorf
63;w;738521;0;yes;yes;Kleinstadt
65;w;750609;0;yes;yes;Dorf
65;w;764028;1;yes;yes;Kleinstadt
65;w;713146;0;no;yes;Groﬂstadt
64;w;723971;1;yes;yes;Groﬂstadt
64;w;729305;1;yes;yes;Land
67;w;772800;0;yes;yes;Dorf
64;w;765568;0;yes;yes;Dorf
63;m;741148;1;yes;yes;Dorf
66;w;743777;0;yes;yes;Dorf
63;w;749825;0;no;yes;Dorf
66;w;751992;0;yes;yes;Kleinstadt
63;w;770280;0;yes;yes;Dorf
64;w;781729;0;yes;yes;Vorstadt
66;w;731830;1;yes;yes;Groﬂstadt
66;w;756089;0;yes;yes;Kleinstadt
67;w;735916;0;yes;yes;Dorf
65;w;717027;0;yes;yes;Dorf
64;m;747790;0;yes;yes;Dorf
66;w;752701;0;yes;yes;Dorf
65;w;775719;0;yes;yes;Dorf
64;w;721543;0;yes;yes;Dorf
65;w;761365;1;yes;yes;Dorf
65;w;740671;1;yes;no;Dorf
66;w;735377;1;yes;no;Dorf
65;w;755292;1;yes;yes;Dorf
64;w;744771;0;yes;yes;Dorf
64;w;768356;1;yes;yes;Vorstadt
66;w;751560;1;yes;yes;Dorf
64;w;727826;0;yes;no;Dorf
65;w;724811;1;yes;yes;Dorf
66;w;759928;0;yes;yes;Groﬂstadt
66;w;735545;1;yes;yes;Dorf
66;m;753958;1;yes;yes;Dorf
66;w;746521;0;yes;yes;Dorf
65;w;750499;0;yes;yes;Dorf
66;w;764943;1;yes;yes;Dorf
66;w;712312;0;yes;yes;Kleinstadt
63;w;757402;0;yes;yes;Dorf
66;m;748008;0;no;yes;Dorf
65;w;778471;0;yes;no;Land
66;w;747815;0;yes;yes;Dorf
63;w;769868;0;no;yes;Dorf
64;w;770450;0;yes;yes;Groﬂstadt
64;w;729972;0;yes;yes;Dorf
64;w;747953;0;yes;yes;Dorf
65;w;768347;0;no;yes;Dorf
65;w;747088;0;yes;yes;Kleinstadt
63;w;760595;1;yes;yes;Dorf
62;w;707328;0;yes;yes;Dorf
63;w;749806;0;yes;no;Dorf
64;w;720839;1;yes;no;Dorf
64;w;726840;0;yes;yes;Dorf
66;m;778567;0;yes;yes;Dorf
66;m;714022;0;yes;yes;Kleinstadt
63;w;756778;1;yes;yes;Dorf
66;w;715857;0;yes;yes;Land
65;w;740819;0;yes;yes;Dorf
65;w;742479;1;yes;no;Dorf
66;w;736543;0;yes;yes;Dorf
65;m;735700;0;yes;yes;Groﬂstadt
65;w;767522;0;yes;yes;Dorf
65;w;743867;1;yes;yes;Groﬂstadt
65;w;743501;1;yes;yes;Dorf
65;w;705322;1;yes;no;Dorf
64;w;725399;0;yes;yes;Dorf
66;w;737023;0;yes;yes;Dorf
65;w;763473;1;yes;yes;Kleinstadt
67;w;770109;0;yes;yes;Dorf
65;w;740075;0;yes;yes;Dorf
65;w;728258;0;yes;yes;Dorf
65;w;737336;0;yes;yes;Dorf
63;w;756900;1;yes;yes;Kleinstadt
65;w;730098;0;no;yes;Groﬂstadt
64;w;755124;1;yes;no;Dorf
65;w;763919;0;yes;yes;Dorf
65;w;757846;1;yes;yes;Dorf
65;w;756783;0;yes;yes;Vorstadt
65;w;771639;1;yes;yes;Dorf
63;w;745088;0;yes;yes;Dorf
66;w;762688;1;yes;yes;Dorf
64;w;766936;0;yes;yes;Dorf
66;w;768300;0;yes;yes;Kleinstadt
65;w;756603;1;yes;yes;Dorf
65;w;765527;0;yes;yes;Land
64;w;756356;0;yes;yes;Land
65;w;732532;0;yes;yes;Dorf
66;w;745844;1;yes;yes;Dorf
65;w;711553;0;no;yes;Dorf
65;w;747134;0;yes;yes;Dorf
66;w;768278;0;yes;yes;Dorf
64;m;752176;0;yes;yes;Kleinstadt
64;m;755113;1;yes;yes;Dorf
64;w;743837;0;yes;yes;Dorf
67;w;755899;0;yes;yes;Dorf
66;w;719759;0;yes;yes;Dorf
64;w;757941;1;yes;yes;Dorf
63;w;789172;1;yes;no;Dorf
65;w;750535;0;yes;no;Dorf
65;w;753591;0;yes;yes;Land
66;m;762220;1;yes;no;Dorf
64;w;770145;0;yes;yes;Dorf
63;w;747510;1;yes;yes;Dorf
64;w;777209;0;yes;yes;Dorf
66;w;739837;0;yes;no;Dorf
64;w;759341;0;yes;yes;Groﬂstadt
67;m;778686;0;yes;yes;Groﬂstadt
66;w;737283;0;yes;no;Dorf
65;w;721369;0;yes;yes;Dorf
64;w;719160;0;yes;yes;Dorf
66;w;739767;1;yes;yes;Kleinstadt
67;w;724781;1;yes;yes;Dorf
65;w;736959;1;yes;yes;Dorf
65;w;700388;1;yes;yes;Dorf
64;m;741952;1;yes;yes;Land
65;w;730489;1;no;yes;Dorf
67;w;748214;1;yes;no;Dorf
65;w;758274;0;yes;no;Land
65;w;757363;0;yes;yes;Dorf
65;w;745129;1;yes;yes;Kleinstadt
64;w;748002;0;yes;yes;Groﬂstadt
66;w;751357;1;yes;yes;Dorf
66;w;737463;1;yes;yes;Land
65;w;730632;1;yes;yes;Land
65;w;734716;0;yes;no;Dorf
65;w;732034;0;yes;yes;Dorf
65;w;736812;0;yes;yes;Dorf
65;w;728777;1;yes;yes;Dorf
64;w;738154;0;yes;yes;Land
66;m;739010;0;yes;yes;Dorf
65;w;720001;0;yes;yes;Dorf
67;w;703600;0;yes;yes;Dorf
64;w;746568;1;no;yes;Dorf
66;w;791121;1;yes;yes;Vorstadt
66;w;770254;1;yes;yes;Dorf
64;w;746618;1;yes;yes;Dorf
65;w;790921;0;yes;no;Dorf
66;w;716565;0;yes;yes;Land
64;w;751473;0;no;yes;Dorf
64;w;761030;1;yes;yes;Dorf
64;m;758112;1;yes;yes;Dorf
65;w;778046;0;yes;yes;Dorf
66;w;727662;1;yes;yes;Land
66;w;716056;0;no;yes;Dorf
65;w;716831;1;no;yes;Dorf
64;w;776104;0;yes;yes;Dorf
67;w;740215;0;yes;yes;Dorf
67;w;697395;1;yes;no;Dorf
63;w;731791;1;yes;yes;Dorf
65;w;761497;0;yes;yes;Dorf
64;w;757942;1;yes;yes;Dorf
66;w;746868;1;yes;yes;Vorstadt
65;w;746932;0;yes;yes;Kleinstadt
66;w;721493;0;yes;yes;Dorf
65;w;707276;1;yes;yes;Dorf
65;w;757267;1;yes;yes;Dorf
64;w;745183;1;no;yes;Dorf
66;w;742744;0;yes;yes;Dorf
65;w;740211;1;yes;yes;Dorf
64;w;756844;1;yes;yes;Dorf
66;w;765543;0;no;yes;Vorstadt
66;w;744334;1;yes;yes;Dorf
65;w;766006;1;yes;yes;Dorf
66;w;747643;0;yes;yes;Dorf
65;w;746127;0;yes;yes;Dorf
65;w;739029;1;yes;yes;Dorf
66;w;752361;0;yes;yes;Kleinstadt
67;w;760461;1;yes;yes;Dorf
64;w;741070;0;yes;yes;Land
65;w;730565;0;yes;yes;Land
64;m;763669;0;no;yes;Dorf
64;w;757506;0;yes;yes;Dorf
64;w;761091;0;yes;no;Groﬂstadt
63;w;707357;1;yes;yes;Groﬂstadt
64;w;766914;0;yes;yes;Groﬂstadt
63;m;754110;1;yes;yes;Dorf
63;m;773358;0;yes;yes;Dorf
64;w;731291;1;yes;yes;Dorf
65;w;789824;0;yes;yes;Land
64;w;724863;1;yes;yes;Groﬂstadt
65;w;720828;1;yes;yes;Land
66;w;736390;1;yes;yes;Dorf
63;w;732036;0;yes;yes;Dorf
65;m;769437;0;yes;yes;Dorf
64;w;734293;0;yes;yes;Dorf
65;w;729398;0;yes;no;Dorf
65;w;755020;0;yes;yes;Dorf
65;w;774412;1;yes;no;Land
65;w;732635;1;yes;yes;Dorf
66;w;756898;1;no;yes;Dorf
67;m;772019;1;yes;yes;Dorf
65;w;713145;0;yes;yes;Dorf
65;m;743457;0;yes;yes;Dorf
66;w;746374;0;yes;no;Dorf
65;w;764108;0;yes;yes;Dorf
66;m;740693;0;yes;yes;Dorf
68;m;753103;0;yes;yes;Dorf
67;w;733546;0;yes;yes;Dorf
64;w;778437;1;yes;yes;Dorf
65;w;783536;1;yes;yes;Dorf
65;w;740718;0;yes;yes;Dorf
66;w;754267;0;yes;yes;Dorf
66;w;771120;0;yes;yes;Land
66;w;738248;0;yes;yes;Dorf
65;w;780444;0;yes;yes;Dorf
67;w;728332;0;yes;yes;Dorf
63;w;758331;1;yes;yes;Dorf
65;w;734208;1;yes;yes;Land
66;w;740468;0;yes;yes;Dorf
65;w;710040;0;yes;yes;Dorf
64;w;753686;0;yes;yes;Dorf
66;m;728726;1;yes;yes;Land
64;w;754705;0;no;yes;Dorf
65;w;723820;0;yes;yes;Dorf
64;w;774826;0;yes;yes;Dorf
65;w;768142;1;yes;yes;Dorf
66;w;752527;0;yes;yes;Dorf
64;w;747580;0;yes;yes;Dorf
64;w;750130;0;yes;yes;Dorf
63;w;708538;0;yes;no;Dorf
65;w;756919;0;yes;yes;Dorf
67;w;735158;1;yes;yes;Dorf
64;w;737714;0;yes;yes;Dorf
67;w;730684;0;yes;yes;Kleinstadt
66;w;791223;0;yes;yes;Land
65;w;742213;1;yes;no;Dorf
65;w;743047;1;yes;yes;Dorf
65;w;752696;0;yes;yes;Dorf
65;w;727650;0;yes;yes;Kleinstadt
67;w;761240;0;yes;yes;Dorf
66;w;742950;0;yes;yes;Dorf
65;w;737030;0;yes;yes;Dorf
64;w;783616;0;yes;yes;Dorf
64;w;747500;0;yes;yes;Land
66;w;741280;1;yes;yes;Dorf
66;w;750169;0;yes;yes;Dorf
65;w;753377;0;yes;yes;Dorf
64;w;768253;0;yes;yes;Dorf
65;w;732170;1;yes;yes;Dorf
63;w;734862;0;yes;yes;Vorstadt
64;w;767543;1;yes;no;Land
64;w;723990;1;yes;yes;Dorf
